date,pe,yoy
1983-09-28,12.864,+43.64%
1983-09-27,12.897,+43.56%
1983-09-26,13.022,+45.30%
1983-09-23,12.979,+44.24%
1983-09-22,12.998,+44.25%
1983-09-21,12.895,+42.08%
1983-09-20,12.959,+45.56%
1983-09-19,12.835,+44.12%
1983-09-16,12.729,+41.51%
1983-09-15,12.587,+39.34%
1983-09-14,12.662,+41.54%
1983-09-13,12.619,+42.04%
1983-09-12,12.671,+44.14%
1983-09-09,12.781,+44.19%
1983-09-08,12.846,+44.65%
1983-09-07,12.861,+45.82%
1983-09-06,12.855,+44.18%
1983-09-02,12.634,+44.54%
1983-09-01,12.570,+39.20%
1983-08-31,12.588,+44.94%
1983-08-30,12.672,+50.46%
1983-08-29,12.646,+50.85%
1983-08-26,12.638,+48.93%
1983-08-25,12.536,+48.94%
1983-08-24,12.568,+52.23%
1983-08-23,12.687,+52.65%
1983-08-22,12.809,+58.33%
1983-08-19,12.781,+63.57%
1983-08-18,12.747,+64.08%
1983-08-17,12.883,+65.06%
1983-08-16,12.737,+70.94%
1983-08-15,12.760,+71.64%
1983-08-12,12.639,+72.40%
1983-08-11,12.592,+71.46%
1983-08-10,12.591,+71.05%
1983-08-09,12.481,+69.14%
1983-08-08,12.407,+67.12%
1983-08-05,12.606,+67.45%
1983-08-04,12.574,+65.49%
1983-08-03,12.739,+65.03%
1983-08-02,12.627,+61.86%
1983-08-01,12.430,+55.96%
1983-07-29,12.912,+69.85%
1983-07-28,13.109,+72.42%
1983-07-27,13.311,+72.36%
1983-07-26,13.531,+73.74%
1983-07-25,13.465,+71.64%
1983-07-22,13.415,+70.52%
1983-07-21,13.428,+70.77%
1983-07-20,13.446,+70.81%
1983-07-19,13.092,+67.55%
1983-07-18,13.022,+66.14%
1983-07-15,13.049,+67.38%
1983-07-14,13.186,+69.18%
1983-07-13,13.142,+70.15%
1983-07-12,13.148,+70.02%
1983-07-11,13.353,+73.87%
1983-07-08,13.271,+74.87%
1983-07-07,13.309,+75.88%
1983-07-06,13.382,+76.73%
1983-07-05,13.233,+74.19%
1983-07-01,13.020,+66.28%
1983-06-30,13.353,+72.63%
1983-06-29,13.299,+73.53%
1983-06-28,13.223,+72.44%
1983-06-27,13.445,+77.14%
1983-06-24,13.599,+78.04%
1983-06-23,13.613,+77.74%
1983-06-22,13.646,+81.20%
1983-06-21,13.610,+82.56%
1983-06-20,13.489,+80.82%
1983-06-17,13.498,+80.38%
1983-06-16,13.499,+78.30%
1983-06-15,13.338,+74.86%
1983-06-14,13.211,+72.76%
1983-06-13,13.156,+70.06%
1983-06-10,12.983,+70.34%
1983-06-09,12.915,+70.41%
1983-06-08,12.878,+68.91%
1983-06-07,12.990,+69.63%
1983-06-06,13.155,+71.83%
1983-06-03,13.122,+68.68%
1983-06-02,13.087,+67.98%
1983-06-01,13.220,+70.80%
1983-05-31,12.960,+69.12%
1983-05-27,13.178,+70.79%
1983-05-26,13.260,+71.16%
1983-05-25,13.318,+69.96%
1983-05-24,13.264,+68.71%
1983-05-23,13.095,+66.41%
1983-05-20,12.992,+65.52%
1983-05-19,12.980,+64.95%
1983-05-18,13.083,+64.90%
1983-05-17,13.118,+64.10%
1983-05-16,13.093,+61.98%
1983-05-13,13.213,+63.18%
1983-05-12,13.161,+61.25%
1983-05-11,13.218,+61.61%
1983-05-10,13.297,+64.00%
1983-05-09,13.286,+62.36%
1983-05-06,13.309,+63.72%
1983-05-05,13.163,+63.31%
1983-05-04,13.086,+62.66%
1983-05-03,13.008,+62.58%
1983-05-02,12.990,+60.57%
1983-05-01,13.100,+61.93%
1983-04-29,13.238,+68.83%
1983-04-28,13.120,+65.70%
1983-04-27,12.998,+63.13%
1983-04-26,13.028,+61.78%
1983-04-25,12.787,+59.62%
1983-04-22,12.916,+63.23%
1983-04-21,12.886,+64.91%
1983-04-20,12.940,+66.00%
1983-04-19,12.779,+62.17%
1983-04-18,12.862,+63.08%
1983-04-15,12.782,+62.70%
1983-04-14,12.730,+62.77%
1983-04-13,12.622,+61.16%
1983-04-12,12.546,+60.17%
1983-04-11,12.491,+59.18%
1983-04-08,12.307,+56.84%
1983-04-07,12.219,+56.73%
1983-04-06,12.161,+56.13%
1983-04-05,12.229,+57.85%
1983-04-04,12.320,+58.50%
1983-04-01,12.640,+58.59%
1983-03-31,12.316,+62.91%
1983-03-30,12.281,+63.97%
1983-03-29,12.137,+62.00%
1983-03-28,12.158,+62.80%
1983-03-25,12.223,+61.85%
1983-03-24,12.279,+62.94%
1983-03-23,12.235,+61.52%
1983-03-22,12.062,+60.33%
1983-03-21,12.105,+64.05%
1983-03-18,12.002,+63.11%
1983-03-17,11.977,+64.59%
1983-03-16,11.994,+64.53%
1983-03-15,12.118,+65.95%
1983-03-14,12.076,+66.68%
1983-03-11,12.109,+65.97%
1983-03-10,12.154,+66.52%
1983-03-09,12.239,+68.58%
1983-03-08,12.110,+69.11%
1983-03-07,12.303,+68.67%
1983-03-04,12.303,+67.84%
1983-03-03,12.288,+66.05%
1983-03-02,12.194,+62.22%
1983-03-01,12.230,+63.50%
1983-02-28,11.854,+59.09%
1983-02-25,11.912,+59.72%
1983-02-24,11.901,+59.21%
1983-02-23,11.678,+58.97%
1983-02-22,11.574,+57.45%
1983-02-18,11.774,+57.03%
1983-02-17,11.730,+56.63%
1983-02-16,11.729,+56.10%
1983-02-15,11.798,+56.58%
1983-02-14,11.847,+57.23%
1983-02-11,11.745,+55.81%
1983-02-10,11.734,+55.36%
1983-02-09,11.535,+54.03%
1983-02-08,11.591,+53.50%
1983-02-07,11.689,+51.31%
1983-02-04,11.626,+51.60%
1983-02-03,11.477,+49.58%
1983-02-02,11.395,+46.58%
1983-02-01,11.750,+53.80%
1983-01-31,11.559,+47.46%
1983-01-28,11.433,+47.68%
1983-01-27,11.414,+51.48%
1983-01-26,11.198,+49.33%
1983-01-25,11.214,+49.24%
1983-01-24,11.074,+47.42%
1983-01-21,11.381,+51.02%
1983-01-20,11.574,+54.22%
1983-01-19,11.493,+52.23%
1983-01-18,11.582,+51.76%
1983-01-17,11.607,+53.25%
1983-01-14,11.602,+54.24%
1983-01-13,11.528,+54.14%
1983-01-12,11.605,+53.26%
1983-01-11,11.533,+51.69%
1983-01-10,11.612,+49.20%
1983-01-07,11.486,+48.34%
1983-01-06,11.493,+48.12%
1983-01-05,11.231,+43.69%
1983-01-04,11.183,+39.94%
1983-01-03,10.945,+41.59%
1983-01-01,11.480,+48.51%
1982-12-31,11.127,+39.45%
1982-12-30,10.836,+35.82%
1982-12-29,10.907,+37.42%
1982-12-28,10.870,+36.28%
1982-12-27,10.979,+37.36%
1982-12-23,10.789,+35.23%
1982-12-22,10.720,+33.73%
1982-12-21,10.703,+33.02%
1982-12-20,10.522,+30.08%
1982-12-17,10.617,+32.20%
1982-12-16,10.448,+30.83%
1982-12-15,10.443,+30.16%
1982-12-14,10.609,+32.46%
1982-12-13,10.807,+32.62%
1982-12-10,10.778,+31.44%
1982-12-09,10.811,+32.08%
1982-12-08,10.951,+34.50%
1982-12-07,11.021,+34.96%
1982-12-06,10.947,+32.92%
1982-12-03,10.710,+31.22%
1982-12-02,10.720,+31.79%
1982-12-01,11.030,+36.85%
1982-11-30,10.698,+29.80%
1982-11-29,10.128,+23.87%
1982-11-26,10.180,+25.56%
1982-11-24,10.104,+25.16%
1982-11-23,10.032,+26.22%
1982-11-22,10.130,+27.34%
1982-11-19,10.341,+31.06%
1982-11-18,10.441,+32.84%
1982-11-17,10.410,+31.47%
1982-11-16,10.220,+30.04%
1982-11-15,10.342,+30.06%
1982-11-12,10.531,+30.79%
1982-11-11,10.699,+33.17%
1982-11-10,10.654,+32.84%
1982-11-09,10.794,+33.95%
1982-11-08,10.599,+32.19%
1982-11-05,10.729,+32.87%
1982-11-04,10.706,+31.31%
1982-11-03,10.783,+32.19%
1982-11-02,10.377,+27.83%
1982-11-01,10.660,+32.92%
1982-10-29,9.861,+26.47%
1982-10-28,9.852,+25.94%
1982-10-27,9.976,+27.70%
1982-10-26,9.917,+28.16%
1982-10-25,9.832,+26.59%
1982-10-22,10.238,+30.67%
1982-10-21,10.255,+30.39%
1982-10-20,10.268,+30.35%
1982-10-19,10.072,+29.26%
1982-10-18,10.083,+29.17%
1982-10-15,9.850,+25.64%
1982-10-14,9.924,+27.56%
1982-10-13,10.082,+27.46%
1982-10-12,9.914,+24.89%
1982-10-11,9.917,+24.68%
1982-10-08,9.664,+20.65%
1982-10-07,9.499,+19.57%
1982-10-06,9.290,+18.81%
1982-10-05,8.996,+14.95%
1982-10-04,8.961,+14.63%
1982-10-01,10.020,+27.97%
1982-09-30,8.881,+16.73%
1982-09-29,8.839,+15.72%
1982-09-28,8.956,+17.67%
1982-09-27,8.984,+20.93%
1982-09-24,8.962,+18.29%
1982-09-23,8.998,+18.10%
1982-09-22,9.011,+17.24%
1982-09-21,9.076,+17.52%
1982-09-20,8.903,+16.24%
1982-09-17,8.906,+15.41%
1982-09-16,8.995,+14.86%
1982-09-15,9.033,+14.49%
1982-09-14,8.946,+12.54%
1982-09-13,8.884,+10.90%
1982-09-10,8.791,+11.08%
1982-09-09,8.864,+13.64%
1982-09-08,8.881,+14.27%
1982-09-07,8.820,+11.50%
1982-09-03,8.916,+11.63%
1982-09-02,8.741,+7.45%
1982-09-01,9.030,+16.52%
1982-08-31,8.685,+7.37%
1982-08-30,8.422,+2.49%
1982-08-27,8.383,+2.49%
1982-08-26,8.486,+2.55%
1982-08-25,8.417,+1.57%
1982-08-24,8.256,-0.66%
1982-08-23,8.311,-2.89%
1982-08-20,8.090,-6.53%
1982-08-19,7.814,-9.58%
1982-08-18,7.769,-9.84%
1982-08-17,7.805,-10.18%
1982-08-16,7.451,-15.08%
1982-08-13,7.434,-15.92%
1982-08-12,7.331,-17.01%
1982-08-11,7.344,-17.15%
1982-08-10,7.361,-16.13%
1982-08-09,7.379,-15.43%
1982-08-06,7.424,-15.48%
1982-08-05,7.528,-14.32%
1982-08-04,7.598,-12.54%
1982-08-03,7.719,-10.67%
1982-08-02,7.801,-8.65%
1982-08-01,7.970,-6.67%
1982-07-30,7.558,-12.75%
1982-07-29,7.602,-11.66%
1982-07-28,7.603,-11.63%
1982-07-27,7.723,-10.76%
1982-07-26,7.788,-9.00%
1982-07-23,7.845,-7.58%
1982-07-22,7.867,-7.12%
1982-07-21,7.863,-8.04%
1982-07-20,7.872,-8.21%
1982-07-19,7.814,-10.31%
1982-07-16,7.838,-9.74%
1982-07-15,7.796,-10.14%
1982-07-14,7.794,-9.77%
1982-07-13,7.724,-10.57%
1982-07-12,7.733,-10.28%
1982-07-09,7.680,-10.84%
1982-07-08,7.589,-11.23%
1982-07-07,7.567,-11.43%
1982-07-06,7.572,-10.77%
1982-07-02,7.597,-11.35%
1982-07-01,7.830,-8.42%
1982-06-30,7.735,-11.52%
1982-06-29,7.664,-13.60%
1982-06-28,7.668,-13.99%
1982-06-25,7.590,-15.02%
1982-06-24,7.638,-14.38%
1982-06-23,7.659,-14.60%
1982-06-22,7.531,-15.13%
1982-06-21,7.455,-16.19%
1982-06-18,7.460,-15.73%
1982-06-17,7.483,-16.54%
1982-06-16,7.571,-14.81%
1982-06-15,7.628,-15.10%
1982-06-14,7.647,-14.82%
1982-06-11,7.736,-14.00%
1982-06-10,7.622,-14.34%
1982-06-09,7.579,-14.60%
1982-06-08,7.624,-14.27%
1982-06-07,7.658,-13.88%
1982-06-04,7.656,-13.07%
1982-06-03,7.779,-11.50%
1982-06-02,7.791,-11.30%
1982-06-01,7.740,-12.15%
1982-05-28,7.663,-15.48%
1982-05-27,7.716,-15.10%
1982-05-26,7.747,-14.11%
1982-05-25,7.836,-12.17%
1982-05-24,7.862,-11.88%
1982-05-21,7.869,-12.08%
1982-05-20,7.849,-12.47%
1982-05-19,7.869,-12.31%
1982-05-18,7.934,-11.88%
1982-05-17,7.994,-10.97%
1982-05-14,8.083,-9.36%
1982-05-13,8.097,-8.70%
1982-05-12,8.162,-8.09%
1982-05-11,8.179,-7.18%
1982-05-10,8.108,-9.35%
1982-05-07,8.183,-8.52%
1982-05-06,8.129,-8.51%
1982-05-05,8.060,-8.96%
1982-05-04,8.045,-9.37%
1982-05-03,8.001,-9.70%
1982-05-01,8.090,-8.69%
1982-04-30,7.975,-11.60%
1982-04-29,7.841,-14.08%
1982-04-28,7.918,-14.06%
1982-04-27,7.968,-14.25%
1982-04-26,8.053,-13.12%
1982-04-23,8.011,-12.80%
1982-04-22,7.913,-13.99%
1982-04-21,7.814,-15.12%
1982-04-20,7.795,-16.09%
1982-04-19,7.880,-14.71%
1982-04-16,7.887,-14.63%
1982-04-15,7.856,-14.63%
1982-04-14,7.821,-14.05%
1982-04-13,7.832,-14.24%
1982-04-12,7.833,-15.10%
1982-04-08,7.847,-14.82%
1982-04-07,7.796,-15.11%
1982-04-06,7.789,-15.21%
1982-04-05,7.747,-16.64%
1982-04-02,7.773,-16.87%
1982-04-01,7.970,-12.71%
1982-03-31,7.560,-18.95%
1982-03-30,7.490,-18.23%
1982-03-29,7.492,-18.43%
1982-03-26,7.468,-19.66%
1982-03-25,7.552,-19.26%
1982-03-24,7.536,-17.96%
1982-03-23,7.575,-18.16%
1982-03-22,7.523,-17.75%
1982-03-19,7.379,-18.95%
1982-03-18,7.358,-19.64%
1982-03-17,7.277,-20.34%
1982-03-16,7.290,-20.65%
1982-03-15,7.302,-19.58%
1982-03-12,7.245,-20.25%
1982-03-11,7.296,-17.69%
1982-03-10,7.299,-17.98%
1982-03-09,7.260,-18.83%
1982-03-08,7.161,-19.15%
1982-03-05,7.294,-17.70%
1982-03-04,7.330,-17.88%
1982-03-03,7.400,-16.91%
1982-03-02,7.517,-16.52%
1982-03-01,7.480,-18.16%
1982-02-26,7.451,-15.58%
1982-02-25,7.458,-14.46%
1982-02-24,7.475,-13.50%
1982-02-23,7.346,-14.98%
1982-02-22,7.351,-14.40%
1982-02-19,7.458,-13.18%
1982-02-18,7.498,-13.97%
1982-02-17,7.489,-13.63%
1982-02-16,7.514,-12.78%
1982-02-12,7.535,-12.88%
1982-02-11,7.538,-13.36%
1982-02-10,7.553,-13.86%
1982-02-09,7.489,-14.61%
1982-02-08,7.551,-14.77%
1982-02-05,7.725,-12.16%
1982-02-04,7.669,-12.09%
1982-02-03,7.673,-11.96%
1982-02-02,7.774,-9.71%
1982-02-01,7.640,-12.79%
1982-01-29,7.839,-10.80%
1982-01-28,7.742,-11.97%
1982-01-27,7.535,-14.84%
1982-01-26,7.499,-14.40%
1982-01-25,7.514,-14.49%
1982-01-22,7.512,-14.53%
1982-01-21,7.536,-14.98%
1982-01-20,7.505,-15.51%
1982-01-19,7.550,-16.73%
1982-01-18,7.632,-16.08%
1982-01-15,7.574,-16.37%
1982-01-14,7.522,-16.48%
1982-01-13,7.479,-16.84%
1982-01-12,7.572,-15.95%
1982-01-11,7.603,-15.59%
1982-01-08,7.783,-13.31%
1982-01-07,7.743,-15.05%
1982-01-06,7.759,-16.75%
1982-01-05,7.816,-16.05%
1982-01-04,7.991,-13.14%
1982-01-01,7.730,-14.30%
1981-12-31,7.979,-12.90%
1981-12-30,7.978,-12.99%
1981-12-29,7.937,-13.24%
1981-12-28,7.976,-13.80%
1981-12-24,7.993,-13.18%
1981-12-23,7.978,-12.97%
1981-12-22,8.016,-12.86%
1981-12-21,8.046,-11.17%
1981-12-18,8.089,-10.23%
1981-12-17,8.031,-10.80%
1981-12-16,7.986,-9.74%
1981-12-15,8.023,-8.52%
1981-12-14,8.009,-8.52%
1981-12-11,8.149,-5.56%
1981-12-10,8.200,-5.64%
1981-12-09,8.185,-7.41%
1981-12-08,8.142,-7.99%
1981-12-07,8.166,-10.08%
1981-12-04,8.236,-10.93%
1981-12-03,8.162,-11.88%
1981-12-02,8.134,-12.35%
1981-12-01,8.060,-10.54%
1981-11-30,8.242,-13.78%
1981-11-27,8.176,-14.25%
1981-11-25,8.108,-14.45%
1981-11-24,8.073,-14.20%
1981-11-23,7.948,-16.01%
1981-11-20,7.955,-16.71%
1981-11-19,7.890,-16.60%
1981-11-18,7.860,-17.29%
1981-11-17,7.918,-15.51%
1981-11-16,7.859,-15.77%
1981-11-13,7.952,-14.36%
1981-11-12,8.052,-12.06%
1981-11-11,8.034,-10.02%
1981-11-10,8.020,-8.95%
1981-11-09,8.058,-8.31%
1981-11-06,8.018,-8.56%
1981-11-05,8.075,-9.61%
1981-11-04,8.153,-7.12%
1981-11-03,8.157,-7.07%
1981-11-02,8.118,-11.66%
1981-11-01,8.020,-12.73%
1981-10-30,7.982,-7.47%
1981-10-29,7.797,-10.76%
1981-10-28,7.823,-10.56%
1981-10-27,7.812,-10.57%
1981-10-26,7.738,-12.76%
1981-10-23,7.767,-12.22%
1981-10-22,7.835,-13.05%
1981-10-21,7.865,-12.66%
1981-10-20,7.877,-13.04%
1981-10-19,7.792,-13.27%
1981-10-16,7.806,-13.56%
1981-10-15,7.840,-14.16%
1981-10-14,7.780,-13.73%
1981-10-13,7.910,-12.29%
1981-10-12,7.938,-10.81%
1981-10-09,7.954,-11.14%
1981-10-08,8.010,-10.92%
1981-10-07,7.944,-11.22%
1981-10-06,7.819,-13.10%
1981-10-05,7.826,-11.41%
1981-10-02,7.817,-10.65%
1981-10-01,7.830,-11.63%
1981-09-30,7.608,-11.23%
1981-09-29,7.638,-8.87%
1981-09-28,7.611,-11.21%
1981-09-25,7.429,-14.93%
1981-09-24,7.576,-14.35%
1981-09-23,7.619,-13.23%
1981-09-22,7.686,-13.12%
1981-09-21,7.723,-11.93%
1981-09-18,7.659,-12.08%
1981-09-17,7.717,-11.74%
1981-09-16,7.831,-8.92%
1981-09-15,7.890,-7.46%
1981-09-14,7.949,-6.67%
1981-09-11,8.011,-6.03%
1981-09-10,7.914,-6.53%
1981-09-09,7.800,-7.33%
1981-09-08,7.772,-7.10%
1981-09-04,7.910,-7.04%
1981-09-03,7.987,-6.65%
1981-09-02,8.135,-3.09%
1981-09-01,7.750,-10.30%
1981-08-31,8.089,-1.92%
1981-08-28,8.217,-0.11%
1981-08-27,8.179,-1.73%
1981-08-26,8.275,-1.63%
1981-08-25,8.287,-1.74%
1981-08-24,8.311,-2.13%
1981-08-21,8.558,+1.23%
1981-08-20,8.655,+3.78%
1981-08-19,8.642,+4.61%
1981-08-18,8.617,+3.63%
1981-08-17,8.690,+2.57%
1981-08-14,8.774,+3.96%
1981-08-13,8.842,+6.44%
1981-08-12,8.834,+5.90%
1981-08-11,8.864,+5.42%
1981-08-10,8.777,+5.37%
1981-08-07,8.725,+5.01%
1981-08-06,8.784,+7.24%
1981-08-05,8.786,+7.99%
1981-08-04,8.687,+6.56%
1981-08-03,8.641,+3.11%
1981-08-01,8.540,+1.91%
1981-07-31,8.670,+5.74%
1981-07-30,8.662,+5.88%
1981-07-29,8.605,+5.03%
1981-07-28,8.604,+5.86%
1981-07-27,8.654,+7.05%
1981-07-24,8.558,+4.98%
1981-07-23,8.488,+4.01%
1981-07-22,8.470,+3.56%
1981-07-21,8.550,+4.27%
1981-07-20,8.576,+4.98%
1981-07-17,8.712,+7.17%
1981-07-16,8.684,+8.46%
1981-07-15,8.676,+8.65%
1981-07-14,8.638,+7.53%
1981-07-13,8.637,+9.50%
1981-07-10,8.619,+10.10%
1981-07-09,8.614,+9.08%
1981-07-08,8.549,+8.38%
1981-07-07,8.544,+7.91%
1981-07-06,8.486,+7.94%
1981-07-02,8.570,+10.68%
1981-07-01,8.550,+5.95%
1981-06-30,8.742,+14.32%
1981-06-29,8.870,+15.15%
1981-06-26,8.915,+15.55%
1981-06-25,8.931,+15.24%
1981-06-24,8.921,+16.69%
1981-06-23,8.968,+17.94%
1981-06-22,8.874,+17.16%
1981-06-19,8.895,+16.82%
1981-06-18,8.853,+14.68%
1981-06-17,8.966,+16.37%
1981-06-16,8.887,+15.30%
1981-06-15,8.985,+16.84%
1981-06-12,8.977,+17.03%
1981-06-11,8.995,+16.76%
1981-06-10,8.898,+16.86%
1981-06-09,8.875,+17.55%
1981-06-08,8.893,+18.31%
1981-06-05,8.892,+18.73%
1981-06-04,8.807,+17.79%
1981-06-03,8.790,+19.79%
1981-06-02,8.784,+19.43%
1981-06-01,8.810,+14.86%
1981-05-29,9.007,+23.91%
1981-05-28,9.066,+22.73%
1981-05-27,9.088,+23.76%
1981-05-26,9.020,+23.70%
1981-05-22,8.922,+24.16%
1981-05-21,8.950,+26.04%
1981-05-20,8.967,+26.40%
1981-05-19,8.974,+26.43%
1981-05-18,9.004,+27.25%
1981-05-15,8.979,+27.31%
1981-05-14,8.918,+26.60%
1981-05-13,8.869,+26.57%
1981-05-12,8.880,+28.57%
1981-05-11,8.812,+27.65%
1981-05-08,8.944,+27.84%
1981-05-07,8.945,+26.61%
1981-05-06,8.885,+26.86%
1981-05-05,8.853,+26.24%
1981-05-04,8.877,+27.54%
1981-05-01,8.860,+23.92%
1981-04-30,9.022,+28.76%
1981-04-29,9.126,+31.82%
1981-04-28,9.213,+33.35%
1981-04-27,9.292,+35.10%
1981-04-24,9.269,+35.75%
1981-04-23,9.187,+35.42%
1981-04-22,9.200,+35.99%
1981-04-21,9.206,+41.04%
1981-04-20,9.290,+41.27%
1981-04-16,9.239,+39.12%
1981-04-15,9.202,+37.10%
1981-04-14,9.100,+35.30%
1981-04-13,9.132,+34.53%
1981-04-10,9.226,+35.54%
1981-04-09,9.237,+36.97%
1981-04-08,9.212,+39.18%
1981-04-07,9.184,+40.15%
1981-04-06,9.186,+37.49%
1981-04-03,9.293,+39.10%
1981-04-02,9.350,+39.22%
1981-04-01,9.130,+34.46%
1981-03-31,9.328,+39.70%
1981-03-30,9.160,+37.83%
1981-03-27,9.185,+41.68%
1981-03-26,9.295,+42.69%
1981-03-25,9.353,+42.86%
1981-03-24,9.186,+40.18%
1981-03-23,9.256,+37.07%
1981-03-20,9.146,+34.36%
1981-03-19,9.104,+32.23%
1981-03-18,9.156,+33.26%
1981-03-17,9.135,+35.33%
1981-03-16,9.187,+32.02%
1981-03-13,9.080,+30.24%
1981-03-12,9.085,+28.79%
1981-03-11,8.864,+24.60%
1981-03-10,8.899,+26.59%
1981-03-09,8.944,+26.76%
1981-03-06,8.857,+23.49%
1981-03-05,8.863,+20.83%
1981-03-04,8.926,+19.91%
1981-03-03,8.906,+19.93%
1981-03-02,9.005,+31.46%
1981-03-01,9.140,+33.43%
1981-02-27,8.906,+18.87%
1981-02-26,8.826,+16.15%
1981-02-25,8.719,+15.41%
1981-02-24,8.642,+12.69%
1981-02-23,8.640,+12.66%
1981-02-20,8.588,+10.60%
1981-02-19,8.590,+12.43%
1981-02-18,8.716,+13.28%
1981-02-17,8.671,+12.70%
1981-02-13,8.615,+9.11%
1981-02-12,8.649,+10.04%
1981-02-11,8.700,+11.42%
1981-02-10,8.768,+11.51%
1981-02-09,8.770,+11.54%
1981-02-06,8.860,+14.84%
1981-02-05,8.794,+15.04%
1981-02-04,8.724,+14.41%
1981-02-03,8.715,+14.52%
1981-02-02,8.610,+13.14%
1981-02-01,8.760,+15.11%
1981-01-30,8.742,+12.77%
1981-01-29,8.788,+14.49%
1981-01-28,8.795,+13.79%
1981-01-27,8.848,+15.74%
1981-01-26,8.761,+14.60%
1981-01-23,8.787,+15.10%
1981-01-22,8.789,+17.12%
1981-01-21,8.864,+17.50%
1981-01-20,8.883,+18.85%
1981-01-19,9.067,+21.31%
1981-01-16,9.094,+21.69%
1981-01-15,9.057,+21.10%
1981-01-14,9.006,+21.24%
1981-01-13,8.994,+21.59%
1981-01-12,9.009,+21.79%
1981-01-09,9.007,+22.74%
1981-01-08,8.978,+22.45%
1981-01-07,9.115,+26.81%
1981-01-06,9.320,+30.02%
1981-01-05,9.310,+29.88%
1981-01-02,9.200,+29.27%
1981-01-01,9.020,+22.06%
1980-12-31,9.161,+26.12%
1980-12-30,9.169,+25.67%
1980-12-29,9.148,+25.38%
1980-12-26,9.253,+26.89%
1980-12-24,9.206,+26.39%
1980-12-23,9.167,+25.94%
1980-12-22,9.199,+26.38%
1980-12-19,9.058,+23.73%
1980-12-18,9.011,+22.98%
1980-12-17,9.003,+21.71%
1980-12-16,8.848,+20.07%
1980-12-15,8.770,+19.01%
1980-12-12,8.755,+20.34%
1980-12-11,8.629,+18.64%
1980-12-10,8.690,+19.29%
1980-12-09,8.840,+21.51%
1980-12-08,8.849,+21.64%
1980-12-05,9.081,+25.15%
1980-12-04,9.247,+27.99%
1980-12-03,9.262,+29.36%
1980-12-02,9.280,+28.00%
1980-12-01,9.010,+24.28%
1980-11-28,9.559,+31.70%
1980-11-26,9.535,+31.34%
1980-11-25,9.478,+33.19%
1980-11-24,9.409,+32.22%
1980-11-21,9.463,+33.98%
1980-11-20,9.551,+35.49%
1980-11-19,9.460,+33.50%
1980-11-18,9.503,+34.68%
1980-11-17,9.371,+32.81%
1980-11-14,9.330,+32.74%
1980-11-13,9.285,+32.68%
1980-11-12,9.156,+30.11%
1980-11-11,8.929,+29.39%
1980-11-10,8.808,+27.63%
1980-11-07,8.788,+29.44%
1980-11-06,8.769,+27.46%
1980-11-05,8.934,+29.07%
1980-11-03,8.778,+25.96%
1980-11-01,9.190,+30.91%
1980-10-31,8.671,+25.27%
1980-10-30,8.626,+22.91%
1980-10-29,8.737,+26.92%
1980-10-28,8.747,+27.25%
1980-10-27,8.735,+27.07%
1980-10-24,8.870,+29.21%
1980-10-23,8.848,+29.09%
1980-10-22,9.011,+30.90%
1980-10-21,9.005,+29.66%
1980-10-20,9.058,+30.42%
1980-10-17,8.984,+27.13%
1980-10-16,9.031,+28.04%
1980-10-15,9.133,+29.27%
1980-10-14,9.018,+26.27%
1980-10-13,9.018,+26.27%
1980-10-10,8.900,+23.65%
1980-10-09,8.951,+22.82%
1980-10-08,8.992,+19.72%
1980-10-07,8.948,+17.64%
1980-10-06,8.998,+18.30%
1980-10-03,8.834,+17.93%
1980-10-02,8.749,+16.79%
1980-10-01,8.860,+24.79%
1980-09-30,8.570,+12.97%
1980-09-29,8.381,+10.48%
1980-09-26,8.572,+12.33%
1980-09-25,8.733,+14.74%
1980-09-24,8.845,+16.27%
1980-09-23,8.781,+14.54%
1980-09-22,8.847,+15.41%
1980-09-19,8.769,+16.70%
1980-09-18,8.711,+16.22%
1980-09-17,8.743,+15.76%
1980-09-16,8.598,+13.91%
1980-09-15,8.526,+12.96%
1980-09-12,8.517,+13.83%
1980-09-11,8.525,+14.26%
1980-09-10,8.467,+12.79%
1980-09-09,8.417,+12.66%
1980-09-08,8.366,+11.98%
1980-09-05,8.472,+14.73%
1980-09-04,8.509,+14.12%
1980-09-03,8.556,+15.31%
1980-09-02,8.394,+13.13%
1980-09-01,8.640,+16.44%
1980-08-29,8.247,+7.42%
1980-08-28,8.226,+7.15%
1980-08-27,8.323,+8.29%
1980-08-26,8.412,+9.99%
1980-08-25,8.434,+10.28%
1980-08-22,8.492,+10.64%
1980-08-21,8.454,+10.22%
1980-08-20,8.340,+8.82%
1980-08-19,8.261,+8.31%
1980-08-18,8.315,+9.02%
1980-08-15,8.472,+11.14%
1980-08-14,8.440,+11.46%
1980-08-13,8.307,+9.81%
1980-08-12,8.342,+11.33%
1980-08-11,8.408,+12.21%
1980-08-08,8.330,+11.62%
1980-08-07,8.309,+11.68%
1980-08-06,8.191,+11.52%
1980-08-05,8.136,+11.04%
1980-08-04,8.152,+11.26%
1980-08-01,8.380,+12.48%
1980-07-31,8.199,+12.15%
1980-07-30,8.181,+10.88%
1980-07-29,8.193,+11.09%
1980-07-28,8.128,+10.21%
1980-07-25,8.084,+9.64%
1980-07-24,8.152,+11.76%
1980-07-23,8.161,+12.30%
1980-07-22,8.179,+12.30%
1980-07-21,8.200,+12.59%
1980-07-18,8.169,+12.30%
1980-07-17,8.129,+11.60%
