date,pe,yoy
2019-11-14,24.73,+9.04%
2019-11-13,24.74,+8.08%
2019-11-12,24.75,+8.17%
2019-11-11,24.68,+4.62%
2019-11-08,24.72,+3.04%
2019-11-07,24.62,+2.03%
2019-11-06,24.54,+4.78%
2019-11-05,24.59,+5.81%
2019-11-04,24.59,+5.36%
2019-11-01,24.44,+3.17%
2019-10-31,24.21,+3.73%
2019-10-30,24.21,+6.09%
2019-10-29,24.10,+7.11%
2019-10-28,24.29,+5.79%
2019-10-25,24.05,+2.30%
2019-10-24,23.86,+4.88%
2019-10-23,23.63,-0.92%
2019-10-22,23.58,-1.46%
2019-10-21,23.78,-0.13%
2019-10-18,23.56,-1.17%
2019-10-17,23.78,-2.50%
2019-10-16,23.72,-2.71%
2019-10-15,23.79,+0.46%
2019-10-14,23.49,-2.04%
2019-10-11,23.49,+0.69%
2019-10-10,23.18,-1.78%
2019-10-09,23.03,-6.76%
2019-10-08,22.77,-7.59%
2019-10-07,23.13,-6.70%
2019-10-04,23.22,-7.49%
2019-10-03,22.87,-10.63%
2019-10-02,22.61,-11.54%
2019-10-01,23.01,-10.19%
2019-09-30,23.21,-14.39%
2019-09-27,22.86,-15.71%
2019-09-26,23.13,-13.95%
2019-09-25,23.23,-13.58%
2019-09-24,22.95,-14.46%
2019-09-23,23.27,-13.07%
2019-09-20,23.29,-13.42%
2019-09-19,23.52,-11.65%
2019-09-18,23.48,-11.86%
2019-09-17,23.48,-11.13%
2019-09-16,23.37,-12.86%
2019-09-13,23.49,-12.61%
2019-09-12,23.57,-11.42%
2019-09-11,23.48,-11.99%
2019-09-10,23.26,-12.13%
2019-09-09,23.31,-11.74%
2019-09-06,23.37,-11.78%
2019-09-05,23.40,-12.49%
2019-09-04,22.98,-15.17%
2019-09-03,22.65,-16.76%
2019-08-30,22.89,-15.72%
2019-08-29,22.93,-15.79%
2019-08-28,22.58,-16.09%
2019-08-27,22.52,-16.19%
2019-08-26,22.55,-15.23%
2019-08-23,22.22,-15.67%
2019-08-22,22.94,-13.07%
2019-08-21,23.02,-12.44%
2019-08-20,22.81,-12.94%
2019-08-19,22.98,-12.36%
2019-08-16,22.63,-13.66%
2019-08-15,22.28,-14.77%
2019-08-14,22.29,-15.79%
2019-08-13,23.00,-12.55%
2019-08-12,22.51,-14.51%
2019-08-09,22.76,-14.24%
2019-08-08,22.99,-13.41%
2019-08-07,22.48,-15.23%
2019-08-06,22.39,-15.32%
2019-08-05,22.07,-16.02%
2019-08-02,22.90,-12.60%
2019-08-01,23.22,-10.17%
2019-07-31,23.36,-9.11%
2019-07-30,23.67,-7.43%
2019-07-29,23.78,-8.29%
2019-07-26,23.86,-9.28%
2019-07-25,23.60,-11.58%
2019-07-24,23.84,-9.42%
2019-07-23,23.68,-9.62%
2019-07-22,23.53,-9.92%
2019-07-19,23.32,-10.75%
2019-07-18,23.53,-10.43%
2019-07-17,23.48,-10.76%
2019-07-16,23.59,-9.79%
2019-07-15,23.71,-9.54%
2019-07-12,23.64,-9.70%
2019-07-11,23.50,-8.74%
2019-07-10,23.52,-9.12%
2019-07-09,23.30,-9.90%
2019-07-08,23.17,-9.56%
2019-07-05,23.34,-7.53%
2019-07-03,23.39,-6.18%
2019-07-02,23.22,-7.97%
2019-07-01,23.12,-15.22%
2019-06-28,22.79,-16.31%
2019-06-27,22.75,-15.71%
2019-06-26,22.66,-17.21%
2019-06-25,22.55,-17.28%
2019-06-24,22.94,-17.69%
2019-06-21,22.96,-17.85%
2019-06-20,22.99,-18.48%
2019-06-19,22.78,-18.61%
2019-06-18,22.68,-19.23%
2019-06-17,22.36,-20.43%
2019-06-14,22.22,-21.18%
2019-06-13,22.31,-20.04%
2019-06-12,22.20,-20.49%
2019-06-11,22.32,-19.60%
2019-06-10,22.29,-19.53%
2019-06-07,22.03,-20.47%
2019-06-06,21.61,-22.60%
2019-06-05,21.45,-22.73%
2019-06-04,21.29,-23.06%
2019-06-03,20.73,-24.43%
2019-05-31,21.18,-21.50%
2019-05-30,21.52,-20.36%
2019-05-29,21.44,-20.09%
2019-05-28,21.62,-19.81%
2019-05-24,21.69,-19.43%
2019-05-23,21.71,-19.38%
2019-05-22,22.04,-17.45%
2019-05-21,22.13,-17.24%
2019-05-20,21.91,-17.60%
2019-05-17,22.29,-16.61%
2019-05-16,22.52,-16.10%
2019-05-15,22.29,-16.45%
2019-05-14,21.99,-18.46%
2019-05-13,21.76,-19.20%
2019-05-10,22.54,-16.43%
2019-05-09,22.53,-15.62%
2019-05-08,22.63,-14.28%
2019-05-07,22.70,-14.08%
2019-05-06,23.15,-11.71%
2019-05-03,23.31,-9.41%
2019-05-02,22.95,-10.80%
2019-05-01,23.03,-11.01%
2019-04-30,23.12,-9.62%
2019-04-29,23.29,-9.66%
2019-04-26,23.25,-9.71%
2019-04-25,23.22,-7.97%
2019-04-24,23.13,-8.25%
2019-04-23,23.20,-9.90%
2019-04-22,22.91,-11.27%
2019-04-19,22.84,-12.96%
2019-04-18,22.84,-13.68%
2019-04-17,22.82,-13.56%
2019-04-16,22.74,-12.03%
2019-04-15,22.66,-11.73%
2019-04-12,22.66,-12.10%
2019-04-11,22.56,-11.53%
2019-04-10,22.61,-11.75%
2019-04-09,22.48,-10.33%
2019-04-08,22.58,-9.35%
2019-04-05,22.51,-11.86%
2019-04-04,22.40,-11.85%
2019-04-03,22.41,-10.40%
2019-04-02,22.28,-9.98%
2019-04-01,22.22,-17.95%
2019-03-29,21.97,-18.87%
2019-03-28,21.80,-17.98%
2019-03-27,21.76,-19.02%
2019-03-26,21.89,-21.23%
2019-03-25,21.79,-18.63%
2019-03-22,21.82,-20.63%
2019-03-21,22.32,-20.85%
2019-03-20,21.98,-22.41%
2019-03-19,21.89,-22.49%
2019-03-18,21.82,-24.45%
2019-03-15,21.76,-24.78%
2019-03-14,21.57,-25.54%
2019-03-13,21.61,-25.46%
2019-03-12,21.45,-26.89%
2019-03-11,21.33,-27.00%
2019-03-08,20.89,-27.11%
2019-03-07,20.93,-26.59%
2019-03-06,21.18,-25.53%
2019-03-05,21.31,-24.73%
2019-03-04,21.30,-23.98%
2019-03-01,21.30,-23.30%
2019-02-28,21.14,-25.04%
2019-02-27,21.19,-25.36%
2019-02-26,21.21,-26.25%
2019-02-25,21.19,-25.33%
2019-02-22,21.12,-24.08%
2019-02-21,20.95,-24.67%
2019-02-20,21.03,-24.60%
2019-02-19,21.04,-24.48%
2019-02-15,21.01,-24.86%
2019-02-14,20.91,-23.85%
2019-02-13,20.89,-22.54%
2019-02-12,20.89,-22.17%
2019-02-11,20.58,-21.99%
2019-02-08,20.59,-20.66%
2019-02-07,20.56,-24.08%
2019-02-06,20.84,-24.02%
2019-02-05,20.92,-21.74%
2019-02-04,20.73,-25.46%
2019-02-01,20.48,-27.89%
2019-01-31,20.57,-28.08%
2019-01-30,20.27,-28.93%
2019-01-29,19.75,-31.30%
2019-01-28,19.94,-31.00%
2019-01-25,20.21,-28.99%
2019-01-24,19.96,-29.89%
2019-01-23,19.83,-30.79%
2019-01-22,19.79,-30.37%
2019-01-18,20.20,-27.91%
2019-01-17,20.01,-28.59%
2019-01-16,19.86,-28.35%
2019-01-15,19.86,-28.59%
2019-01-14,19.48,-29.95%
2019-01-11,19.66,-28.77%
2019-01-10,19.72,-28.06%
2019-01-09,19.66,-28.46%
2019-01-08,19.51,-28.98%
2019-01-07,19.32,-29.41%
2019-01-04,19.13,-29.38%
2019-01-03,18.31,-32.34%
2019-01-02,18.94,-29.30%
2018-12-31,18.85,-23.37%
2018-12-28,21.06,-15.01%
2018-12-27,21.07,-14.87%
2018-12-26,20.98,-15.20%
2018-12-24,19.77,-20.51%
2018-12-21,20.26,-18.63%
2018-12-20,20.92,-15.95%
2018-12-19,21.25,-14.76%
2018-12-18,21.75,-13.17%
2018-12-17,21.61,-13.11%
2018-12-14,22.10,-10.09%
2018-12-13,22.68,-7.80%
2018-12-12,22.66,-7.70%
2018-12-11,22.46,-8.66%
2018-12-10,22.39,-8.24%
2018-12-07,22.16,-8.77%
2018-12-06,22.91,-5.33%
2018-12-04,22.77,-5.48%
2018-12-03,23.66,-2.95%
2018-11-30,23.28,-4.90%
2018-11-29,23.09,-4.90%
2018-11-28,23.16,-6.23%
2018-11-27,22.45,-8.89%
2018-11-26,22.38,-9.21%
2018-11-23,21.87,-10.95%
2018-11-21,22.03,-10.19%
2018-11-20,21.87,-9.85%
2018-11-19,22.26,-8.36%
2018-11-16,23.01,-5.62%
2018-11-15,23.09,-4.07%
2018-11-14,22.68,-6.32%
2018-11-13,22.89,-5.76%
2018-11-12,22.88,-5.73%
2018-11-09,23.59,-2.84%
2018-11-08,23.99,-1.72%
2018-11-07,24.13,-0.74%
2018-11-06,23.42,-3.54%
2018-11-05,23.24,-4.01%
2018-11-02,23.34,-2.71%
2018-11-01,23.69,-1.41%
2018-10-31,23.34,-2.87%
2018-10-30,22.82,-4.72%
2018-10-29,22.50,-5.86%
2018-10-26,22.96,-1.12%
2018-10-25,23.51,+0.94%
2018-10-24,22.75,-2.74%
2018-10-23,23.85,+2.19%
2018-10-22,23.93,+1.83%
2018-10-19,23.81,+1.62%
2018-10-18,23.84,+1.36%
2018-10-17,24.39,+3.57%
2018-10-16,24.38,+3.66%
2018-10-15,23.68,+1.07%
2018-10-12,23.98,+2.70%
2018-10-11,23.33,-0.26%
2018-10-10,23.60,+1.20%
2018-10-09,24.70,+6.01%
2018-10-08,24.64,+5.62%
2018-10-05,24.79,+6.39%
2018-10-04,25.10,+8.80%
2018-10-03,25.59,+10.97%
2018-10-02,25.56,+11.08%
2018-10-01,25.62,+1.10%
2018-09-28,27.11,+7.84%
2018-09-27,27.12,+7.79%
2018-09-26,26.88,+7.87%
2018-09-25,26.88,+8.13%
2018-09-24,26.83,+6.72%
2018-09-21,26.77,+6.44%
2018-09-20,26.90,+6.28%
2018-09-19,26.62,+4.84%
2018-09-18,26.64,+5.13%
2018-09-17,26.42,+4.14%
2018-09-14,26.82,+6.05%
2018-09-13,26.88,+5.66%
2018-09-12,26.61,+4.72%
2018-09-11,26.68,+5.29%
2018-09-10,26.47,+5.63%
2018-09-07,26.41,+4.51%
2018-09-06,26.49,+5.04%
2018-09-05,26.74,+6.36%
2018-09-04,27.09,+6.78%
2018-08-31,27.21,+7.21%
2018-08-30,27.16,+8.04%
2018-08-29,27.23,+9.62%
2018-08-28,26.91,+8.77%
2018-08-27,26.87,+8.92%
2018-08-24,26.60,+7.61%
2018-08-23,26.35,+6.25%
2018-08-22,26.39,+6.03%
2018-08-21,26.29,+7.22%
2018-08-20,26.20,+6.76%
2018-08-17,26.22,+6.76%
2018-08-16,26.21,+4.55%
2018-08-15,26.14,+4.43%
2018-08-14,26.47,+5.71%
2018-08-13,26.30,+6.43%
2018-08-10,26.33,+7.34%
2018-08-09,26.54,+5.82%
2018-08-08,26.55,+5.73%
2018-08-07,26.52,+5.45%
2018-08-06,26.44,+5.76%
2018-08-03,26.28,+5.29%
2018-08-02,26.20,+4.55%
2018-08-01,25.85,+3.48%
2018-07-31,25.70,+3.13%
2018-07-30,25.57,+2.12%
2018-07-27,25.93,+3.43%
2018-07-26,26.30,+4.28%
2018-07-25,26.69,+6.21%
2018-07-24,26.32,+4.53%
2018-07-23,26.20,+4.42%
2018-07-20,26.12,+4.11%
2018-07-19,26.13,+4.23%
2018-07-18,26.27,+5.42%
2018-07-17,26.31,+6.30%
2018-07-16,26.15,+5.70%
2018-07-13,26.21,+6.76%
2018-07-12,26.18,+6.90%
2018-07-11,25.75,+6.45%
2018-07-10,25.88,+7.25%
2018-07-09,25.86,+7.88%
2018-07-06,25.62,+8.01%
2018-07-05,25.24,+5.43%
2018-07-03,24.93,+5.10%
2018-07-02,25.23,+5.43%
2018-06-29,27.27,+10.81%
2018-06-28,27.23,+8.75%
2018-06-27,26.99,+9.32%
2018-06-26,27.37,+8.83%
2018-06-25,27.26,+7.92%
2018-06-22,27.87,+10.77%
2018-06-21,27.95,+11.04%
2018-06-20,28.20,+13.12%
2018-06-19,27.99,+11.38%
2018-06-18,28.08,+13.55%
2018-06-15,28.10,+13.22%
2018-06-14,28.19,+13.08%
2018-06-13,27.90,+11.42%
2018-06-12,27.92,+12.35%
2018-06-11,27.76,+11.08%
2018-06-08,27.70,+8.12%
2018-06-07,27.70,+8.29%
2018-06-06,27.92,+9.53%
2018-06-05,27.76,+8.48%
2018-06-04,27.67,+8.09%
2018-06-01,27.43,+8.33%
2018-05-31,26.98,+7.06%
2018-05-30,27.02,+7.14%
2018-05-29,26.83,+6.47%
2018-05-25,26.96,+7.20%
2018-05-24,26.92,+7.94%
2018-05-23,26.93,+8.46%
2018-05-22,26.70,+7.62%
2018-05-21,26.74,+8.70%
2018-05-18,26.59,+8.57%
2018-05-17,26.73,+10.05%
2018-05-16,26.84,+7.70%
2018-05-15,26.68,+7.45%
2018-05-14,26.97,+8.97%
2018-05-11,26.93,+9.03%
2018-05-10,26.97,+9.06%
2018-05-09,26.70,+8.01%
2018-05-08,26.40,+7.19%
2018-05-07,26.42,+7.49%
2018-05-04,26.22,+7.06%
2018-05-03,25.73,+5.06%
2018-05-02,25.73,+4.72%
2018-05-01,25.88,+5.59%
2018-04-30,25.58,+5.27%
2018-04-27,25.78,+6.31%
2018-04-26,25.75,+6.76%
2018-04-25,25.23,+4.47%
2018-04-24,25.21,+5.13%
2018-04-23,25.75,+8.70%
2018-04-20,25.82,+8.95%
2018-04-19,26.24,+11.66%
2018-04-18,26.46,+12.74%
2018-04-17,26.40,+12.34%
2018-04-16,25.85,+10.94%
2018-04-13,25.67,+10.17%
2018-04-12,25.78,+10.12%
2018-04-11,25.50,+8.51%
2018-04-10,25.62,+8.56%
2018-04-09,25.07,+6.27%
2018-04-06,24.91,+5.55%
2018-04-05,25.54,+8.27%
2018-04-04,25.41,+7.31%
2018-04-03,25.01,+5.75%
2018-04-02,24.75,+4.61%
2018-03-29,27.08,+8.41%
2018-03-28,26.58,+6.88%
2018-03-27,26.87,+8.70%
2018-03-26,27.79,+12.65%
2018-03-23,26.78,+8.73%
2018-03-22,27.49,+11.34%
2018-03-21,28.20,+14.96%
2018-03-20,28.33,+13.78%
2018-03-19,28.24,+13.50%
2018-03-16,28.88,+16.03%
2018-03-15,28.93,+16.14%
2018-03-14,28.97,+17.05%
2018-03-13,28.99,+16.85%
2018-03-12,29.34,+18.45%
2018-03-09,29.22,+18.44%
2018-03-08,28.66,+16.27%
2018-03-07,28.51,+15.85%
2018-03-06,28.44,+15.38%
2018-03-05,28.31,+14.57%
2018-03-02,28.02,+13.58%
2018-03-01,27.77,+12.02%
2018-02-28,28.20,+15.01%
2018-02-27,28.39,+15.45%
2018-02-26,28.76,+17.01%
2018-02-23,28.38,+15.74%
2018-02-22,27.82,+13.00%
2018-02-21,27.81,+13.00%
2018-02-20,27.89,+13.88%
2018-02-16,27.86,+14.27%
2018-02-15,27.96,+14.64%
2018-02-14,27.46,+13.28%
2018-02-13,26.97,+11.54%
2018-02-12,26.84,+11.65%
2018-02-09,26.38,+10.05%
2018-02-08,25.95,+8.58%
2018-02-07,27.08,+13.54%
2018-02-06,27.43,+15.40%
2018-02-05,26.73,+12.59%
2018-02-02,27.81,+17.44%
2018-02-01,28.40,+19.83%
2018-01-31,28.60,+21.55%
2018-01-30,28.52,+20.90%
2018-01-29,28.75,+20.95%
2018-01-26,28.90,+21.84%
2018-01-25,28.46,+20.14%
2018-01-24,28.47,+21.36%
2018-01-23,28.65,+22.96%
2018-01-22,28.42,+22.03%
2018-01-19,28.12,+21.05%
2018-01-18,28.02,+20.52%
2018-01-17,28.02,+20.78%
2018-01-16,27.72,+19.12%
2018-01-12,27.81,+19.92%
2018-01-11,27.60,+18.81%
2018-01-10,27.41,+18.35%
2018-01-09,27.48,+18.91%
2018-01-08,27.47,+19.28%
2018-01-05,27.37,+19.83%
2018-01-04,27.09,+19.29%
2018-01-03,27.06,+19.79%
2018-01-02,26.79,+11.12%
2017-12-29,24.60,+0.90%
2017-12-28,24.78,+1.47%
2017-12-27,24.75,+0.57%
2017-12-26,24.74,+1.02%
2017-12-22,24.87,+1.68%
2017-12-21,24.90,+1.51%
2017-12-20,24.89,+1.38%
2017-12-19,24.93,+1.92%
2017-12-18,25.05,+2.83%
2017-12-15,24.87,+1.72%
2017-12-14,24.58,+0.78%
2017-12-13,24.60,+0.57%
2017-12-12,24.55,+1.61%
2017-12-11,24.59,+1.32%
2017-12-08,24.40,+1.33%
2017-12-07,24.29,+1.00%
2017-12-06,24.20,+1.94%
2017-12-05,24.10,+1.77%
2017-12-04,24.09,+2.55%
2017-12-01,24.38,+3.92%
2017-11-30,24.48,+2.68%
2017-11-29,24.28,+0.54%
2017-11-28,24.70,+2.62%
2017-11-27,24.64,+2.07%
2017-11-24,24.65,+2.45%
2017-11-22,24.56,+1.66%
2017-11-21,24.53,+1.87%
2017-11-20,24.26,+1.80%
2017-11-17,24.29,+1.55%
2017-11-16,24.38,+2.65%
2017-11-15,24.07,+1.91%
2017-11-14,24.21,+3.86%
2017-11-13,24.29,+3.14%
2017-11-10,24.27,+3.14%
2017-11-09,24.28,+1.51%
2017-11-08,24.41,+2.48%
2017-11-07,24.31,+2.75%
2017-11-06,24.28,+5.11%
2017-11-03,24.21,+4.40%
2017-11-02,23.99,+2.39%
2017-11-01,24.03,+1.69%
2017-10-31,24.03,+0.97%
2017-10-30,23.95,+0.55%
2017-10-27,23.90,-0.29%
2017-10-26,23.22,-3.61%
2017-10-25,23.29,-3.92%
2017-10-24,23.39,-3.90%
2017-10-23,23.34,-2.95%
2017-10-20,23.50,-1.88%
2017-10-19,23.43,-2.25%
2017-10-18,23.52,-1.96%
2017-10-17,23.55,-0.93%
2017-10-16,23.52,-1.30%
2017-10-13,23.43,-1.60%
2017-10-12,23.35,-2.26%
2017-10-11,23.39,-2.13%
2017-10-10,23.32,-3.87%
2017-10-09,23.30,-3.36%
2017-10-06,23.33,-3.44%
2017-10-05,23.30,-3.64%
2017-10-04,23.07,-4.23%
2017-10-03,23.06,-4.39%
2017-10-02,23.01,-4.80%
2017-09-29,25.34,+10.17%
2017-09-28,25.14,+8.46%
2017-09-27,25.16,+8.78%
2017-09-26,24.92,+8.82%
2017-09-25,24.86,+7.62%
2017-09-22,25.14,+8.13%
2017-09-21,25.15,+9.02%
2017-09-20,25.31,+10.81%
2017-09-19,25.39,+11.36%
2017-09-18,25.34,+10.66%
2017-09-15,25.37,+10.74%
2017-09-14,25.29,+12.10%
2017-09-13,25.44,+13.32%
2017-09-12,25.41,+12.19%
2017-09-11,25.34,+13.89%
2017-09-08,25.06,+9.72%
2017-09-07,25.27,+10.01%
2017-09-06,25.22,+9.84%
2017-09-05,25.14,+10.21%
2017-09-01,25.37,+11.57%
2017-08-31,25.38,+11.90%
2017-08-30,25.14,+10.75%
2017-08-29,24.84,+9.04%
2017-08-28,24.74,+8.80%
2017-08-25,24.67,+8.68%
2017-08-24,24.72,+8.71%
2017-08-23,24.80,+8.25%
2017-08-22,24.89,+8.88%
2017-08-21,24.52,+7.31%
2017-08-18,24.54,+7.35%
2017-08-17,24.56,+7.53%
2017-08-16,25.07,+9.96%
2017-08-15,25.03,+9.06%
2017-08-14,25.04,+9.58%
2017-08-11,24.71,+8.23%
2017-08-10,24.53,+7.87%
2017-08-09,25.08,+10.00%
2017-08-08,25.11,+10.37%
2017-08-07,25.15,+10.40%
2017-08-04,25.00,+10.86%
2017-08-03,24.96,+10.88%
2017-08-02,25.06,+11.73%
2017-08-01,24.98,+10.48%
2017-07-31,24.92,+10.80%
2017-07-28,25.04,+11.59%
2017-07-27,25.07,+12.12%
2017-07-26,25.22,+13.55%
2017-07-25,25.13,+13.30%
2017-07-24,25.18,+13.53%
2017-07-21,25.09,+13.58%
2017-07-20,25.09,+13.32%
2017-07-19,25.07,+14.58%
2017-07-18,24.92,+13.48%
2017-07-17,24.75,+13.43%
2017-07-14,24.74,+13.23%
2017-07-13,24.55,+13.13%
2017-07-12,24.49,+12.55%
2017-07-11,24.19,+11.73%
2017-07-10,24.13,+12.08%
2017-07-07,23.97,+13.07%
2017-07-06,23.72,+12.26%
2017-07-05,23.94,+14.16%
2017-07-03,23.72,+12.47%
2017-06-30,23.93,+13.95%
2017-06-29,24.61,+15.05%
2017-06-28,25.04,+19.12%
2017-06-27,24.69,+19.91%
2017-06-26,25.15,+19.76%
2017-06-23,25.26,+15.40%
2017-06-22,25.16,+16.59%
2017-06-21,25.17,+16.37%
2017-06-20,24.93,+15.63%
2017-06-19,25.13,+17.21%
2017-06-16,24.73,+14.07%
2017-06-15,24.82,+14.85%
2017-06-14,24.93,+14.99%
2017-06-13,25.04,+15.55%
2017-06-12,24.85,+13.68%
2017-06-09,24.99,+13.03%
2017-06-08,25.62,+15.67%
2017-06-07,25.58,+15.64%
2017-06-06,25.49,+14.98%
2017-06-05,25.59,+15.79%
2017-06-02,25.60,+15.32%
2017-06-01,25.32,+14.31%
2017-05-31,25.20,+13.67%
2017-05-30,25.22,+14.07%
2017-05-26,25.20,+14.60%
2017-05-25,25.15,+14.63%
2017-05-24,24.94,+14.51%
2017-05-23,24.83,+16.35%
2017-05-22,24.81,+16.04%
2017-05-19,24.60,+16.31%
2017-05-18,24.49,+15.19%
2017-05-17,24.29,+14.68%
2017-05-16,24.92,+16.07%
2017-05-15,24.83,+17.12%
2017-05-12,24.75,+16.31%
2017-05-11,24.70,+15.58%
2017-05-10,24.73,+14.65%
2017-05-09,24.72,+16.22%
2017-05-08,24.63,+16.07%
2017-05-05,24.58,+16.38%
2017-05-04,24.49,+15.90%
2017-05-03,24.49,+15.14%
2017-05-02,24.57,+14.44%
2017-05-01,24.51,+15.23%
2017-04-28,24.30,+13.66%
2017-04-27,24.25,+12.06%
2017-04-26,24.12,+10.54%
2017-04-25,24.15,+10.17%
2017-04-24,23.98,+9.40%
2017-04-21,23.69,+6.47%
2017-04-20,23.70,+6.52%
2017-04-19,23.50,+5.71%
2017-04-18,23.47,+4.82%
2017-04-17,23.50,+5.57%
2017-04-13,23.30,+4.39%
2017-04-12,23.41,+6.26%
2017-04-11,23.50,+7.55%
2017-04-10,23.60,+7.62%
2017-04-07,23.59,+7.57%
2017-04-06,23.60,+5.97%
2017-04-05,23.59,+7.67%
2017-04-04,23.68,+7.10%
2017-04-03,23.65,+6.48%
2017-03-31,23.66,+7.69%
2017-03-30,25.02,+13.52%
2017-03-29,24.98,+13.91%
2017-03-28,24.87,+15.25%
2017-03-27,24.72,+14.34%
2017-03-24,24.67,+14.11%
2017-03-23,24.63,+13.98%
2017-03-22,24.69,+13.36%
2017-03-21,24.53,+12.89%
2017-03-20,24.90,+15.01%
2017-03-17,24.88,+15.19%
2017-03-16,24.89,+15.12%
2017-03-15,24.91,+16.24%
2017-03-14,24.75,+15.49%
2017-03-13,24.81,+15.88%
2017-03-10,24.77,+17.73%
2017-03-09,24.67,+17.09%
2017-03-08,24.65,+17.77%
2017-03-07,24.61,+16.52%
2017-03-06,24.65,+16.00%
2017-03-03,24.71,+16.39%
2017-03-02,24.67,+15.98%
2017-03-01,24.79,+16.55%
2017-02-28,24.52,+17.94%
2017-02-27,24.59,+18.28%
2017-02-24,24.58,+19.20%
2017-02-23,24.52,+20.02%
2017-02-22,24.62,+18.54%
2017-02-21,24.61,+20.40%
2017-02-17,24.49,+18.83%
2017-02-16,24.38,+21.05%
2017-02-15,24.39,+23.62%
2017-02-14,24.24,+22.86%
2017-02-13,24.18,+22.55%
2017-02-10,24.04,+23.47%
2017-02-09,23.97,+23.68%
2017-02-08,23.90,+22.94%
2017-02-07,23.85,+20.76%
2017-02-06,23.77,+20.35%
2017-02-03,23.74,+15.92%
2017-02-02,23.68,+15.06%
2017-02-01,23.70,+12.64%
2017-01-31,23.53,+12.05%
2017-01-30,23.59,+12.33%
2017-01-27,23.77,+17.32%
2017-01-26,23.72,+14.15%
2017-01-25,23.69,+15.00%
2017-01-24,23.46,+12.20%
2017-01-23,23.30,+11.43%
2017-01-20,23.29,+14.73%
2017-01-19,23.23,+14.15%
2017-01-18,23.25,+14.42%
2017-01-17,23.20,+14.17%
2017-01-13,23.27,+13.35%
2017-01-12,23.19,+9.03%
2017-01-11,23.23,+10.51%
2017-01-10,23.16,+10.50%
2017-01-09,23.11,+10.26%
2017-01-06,23.03,+5.59%
2017-01-05,22.84,+3.77%
2017-01-04,22.71,+2.90%
2017-01-03,22.59,+0.22%
2016-12-30,24.11,+11.98%
2016-12-29,24.38,+12.30%
2016-12-28,24.42,+14.17%
2016-12-27,24.61,+15.00%
2016-12-23,24.49,+14.44%
2016-12-22,24.46,+15.16%
2016-12-21,24.53,+16.20%
2016-12-20,24.55,+17.46%
2016-12-19,24.46,+17.03%
2016-12-16,24.36,+12.83%
2016-12-15,24.45,+14.90%
2016-12-14,24.39,+15.32%
2016-12-13,24.46,+16.48%
2016-12-12,24.16,+15.05%
2016-12-09,24.27,+13.46%
2016-12-08,24.08,+10.81%
2016-12-07,24.05,+10.73%
2016-12-06,23.74,+8.75%
2016-12-05,23.68,+8.47%
2016-12-02,23.49,+8.30%
2016-12-01,23.46,+7.47%
2016-11-30,23.84,+10.42%
2016-11-29,24.15,+11.50%
2016-11-28,24.07,+11.13%
2016-11-25,24.14,+11.60%
2016-11-23,24.06,+11.18%
2016-11-22,24.16,+11.39%
2016-11-21,24.08,+11.02%
2016-11-18,23.83,+10.63%
2016-11-17,23.92,+13.20%
2016-11-16,23.75,+12.40%
2016-11-15,23.62,+13.34%
2016-11-14,23.31,+11.85%
2016-11-11,23.55,+9.74%
2016-11-10,23.53,+9.54%
2016-11-09,23.92,+11.00%
2016-11-08,23.82,+9.32%
2016-11-07,23.66,+8.58%
2016-11-04,23.10,+5.77%
2016-11-03,23.19,+6.18%
2016-11-02,23.43,+7.63%
2016-11-01,23.63,+9.80%
2016-10-31,23.80,+10.59%
2016-10-28,23.82,+10.02%
2016-10-27,23.97,+11.64%
2016-10-26,24.09,+12.41%
2016-10-25,24.24,+13.27%
2016-10-24,24.34,+13.74%
2016-10-21,24.05,+17.72%
2016-10-20,23.95,+16.60%
2016-10-19,23.97,+16.08%
2016-10-18,23.99,+16.80%
2016-10-17,23.77,+15.73%
2016-10-14,23.83,+18.44%
2016-10-13,23.81,+18.16%
2016-10-12,23.89,+17.80%
2016-10-11,23.90,+18.14%
2016-10-10,24.26,+19.92%
2016-10-07,24.11,+20.19%
2016-10-06,24.16,+21.22%
2016-10-05,24.18,+20.60%
2016-10-04,24.09,+21.97%
2016-10-03,24.12,+22.13%
2016-09-30,24.17,+24.91%
2016-09-29,23.00,+26.86%
2016-09-28,23.18,+27.22%
2016-09-27,23.13,+23.36%
2016-09-26,22.90,+22.13%
2016-09-23,23.10,+21.77%
2016-09-22,23.25,+22.56%
2016-09-21,23.07,+19.84%
2016-09-20,22.84,+19.02%
2016-09-19,22.80,+18.81%
2016-09-16,22.90,+17.68%
2016-09-15,22.91,+18.34%
2016-09-14,22.56,+17.93%
2016-09-13,22.45,+16.99%
2016-09-12,22.65,+18.03%
2016-09-09,22.25,+17.85%
2016-09-08,22.84,+19.58%
2016-09-07,22.97,+23.63%
2016-09-06,22.96,+23.57%
2016-09-02,22.81,+20.75%
2016-09-01,22.74,+23.65%
2016-08-31,22.68,+19.49%
2016-08-30,22.70,+18.11%
2016-08-29,22.78,+18.52%
2016-08-26,22.74,+21.41%
2016-08-25,22.70,+27.31%
2016-08-24,22.74,+26.83%
2016-08-23,22.91,+22.97%
2016-08-22,22.86,+22.71%
2016-08-19,22.85,+14.14%
2016-08-18,22.86,+13.39%
2016-08-17,22.84,+12.68%
2016-08-16,22.80,+13.38%
2016-08-15,22.95,+14.12%
2016-08-12,22.85,+13.68%
2016-08-11,22.83,+13.92%
